text,label
After watching StopLoss I find myself against disappointed in Hollywood for making such a stinker Gone are the days of glory of the films of the 1940s that made one proud to be an American fighting the evilness that desires conquest abroad and death at home What we are left with is dribble frothing at the mouth of rabid antiBush radicals The story tells of three young men who return home from the war One descends into outofcontrol madness culminating in his death The main protagonist deserts his country at a time of war and destroys his best friends relationship with his fianc at the same time The third truly is the hero of the story electing to continue the fight that was brought to our shores nearly eight years ago What makes this movie bad is not the acting but the premise behind it We are lead to believe that decorated soldiers are in fact haters of our country Desertion is akin to treason in a time of war and the main protagonist flirts with it throughout the movie This paradox is designed to weaken the audiences reaction to the central act of the movie We are not supposed to find fault with King since he wears medals but his actions dont just merit it but cry out for it He is not an antihero In order to accept the movie the audience must accept the correctness of desertion because the story paints King as nothing else short of a hero I cannot accept that since it is like asking me to call the sky yellow on a clear blue day Furthermore derision for the real hero is heaped upon the man who reenlists and continues to serve his country I would only recommend this stinker to someone who needs convincing of the decay of Hollywood as it is a clear example of it No wonder it fared poorly in the box office,0
When I saw this movie first it was long ago on VHSVideo I did like this movie because it was funny and excitingly Some years ago I saw another movie called Andy Colbys Incredible Adventure In this movie were parts of Wizards of the lost kingdom used in They called this movie KOR the conquerer I began to search for the KORMovie many years because I wanted to see the complete movie not only the parts which were used in the Andy ColbyMovie No shop had this KorMovie to rent and no shop did know this movie Many years I watched my old VHStapes I had at home and what a wonder I had this movie since many years still at home but the movie had a different title because in Germany it has 3 or 4 titles So I was happy to find this tape at home and this time I had much more time in watching KOR the Conquerer again The music is great during the hole movie but the best part of filming in combination with the music is this moment when KOR is walking drunken through the green forrest The music in the background had some kind of magic I like Bo Svenson and also the boy who played Simon in the movie Both of them did their job very good Manfred Kraatz Germany 26102004 Thanks to all for reading my comment,1
When the long running Happy Ever After came to an end its characters Terry June Fletcher were revived for the longer running and more popular sequel Terry June although their surnames were changed from Fletcher to MedfordTerry has received a new job and as a result he and June move to Purley where they end up in all manner of scrapes unwanted guests dropping by to visit at an inconvenient moment the boss inviting himself to dinner and Terry trying to chance his arm at DIY but cocking it up each time A fellow IMDb user branded this show as not clever and never well written Fair enough it wasnt clever but that was the whole point As for never well written some of the episodes were pretty substandard I will admit but overall I found it to be extremely well written highly amusing and very well actedIt was warm hearted slapstick not dissimilar to the later BBC sitcom Keeping Up Appearances Eight different writers contributed to the nine series giving the show plenty of scope Terry Scott was a comic genius as he well proved in productions such as Hugh I the Carry On films and of course here June Whitfield likewise was a comedy legend in her own rightI enjoy some modern shows ie Still Game The Catherine Tate Show Legit and Empty I even enjoyed the alternative comedy Naked Video The Young Ones and The Comic Strip Presents but I am more inclined to enjoy vintage comedy such as this Humour that you dont need to think about is excellent for when you are feeling down and want to lift yourself up For the record Terry June was wonderful stuff Special note should be made of the catchy theme tune which caught the mood of the show tremendously well,1
I watched Speak Easily one night and thought it was ok but missing something Maybe Buster Keaton strangely speaking threw me off or the labored line delivery of a leading lady The next day I kept thinking about the movie though I couldnt get Durantes song out of my head I kept trying to better remember Thelma Todds first scene I considered that maybe Keaton did do some funny falls and physical comedy The next night I watched a scene with Thelma Todd as a conniving chorus girl trying to impress Buster and Jimmy with her sex appeal A very funny scene the actors excellent their faces their eyes their silly expressions So I watched another scene their show is opening on Broadway Buster in his blissful innocence botches every act Again I was laughing out loud appreciating Keatons clowning and tumbling So the next night I watched the whole movie again and this time I see it for the first time Its Stupendous Its Sensational Its Sublime Three great comedians Todd dances Durante sings Keaton speaks Sure it aint poifectbut theres a lot of laughs in this picture,1
Well this film is a difficult one really To be straight with you this film doesnt contain much of a riveting story nore does it make u want to know how itll endbut Ill tell you something nownever have I been as tense and jumped up before in my life This film sure does deliver the jumps and thrills To be fair I did watch it at almost midnight so I was kinda sleepy anyway so maybe that explains why I was jumpyor maybe its because this film does deliver in that aspect Its basically about a couple who lose their child in a tragic event They decide to move away and rent a cabin looking thing in the mountainsall looks peaceful and calm until they have their first visitors i think its its the sister of the main character and she brings along her husbandduring the night the husband hears noiseschecks it out and thats when things start to go really really wrongthey dont stay for another day and tell the couple they should leave asap as something isnt rightto cut a long story shorteventually they find out what has happened in that house in the past few years and decide it needs to be taken care ofIts not a Hollywood blockbuster nore does it have a huge budget but please dont let that put you off Its creepy tense and very very jumpy Just give it a try,1
Only children below the age of 12 should be allowed to see this film The rest of us should take a book MP3 player or just take a nice nap to endure the experience of this event This can be best summed up as a blownup TV movie being distributed into theaters Children will want to see this film and they will like and be amused by the movie,0
I wasnt sure when I heard about this coming out I was thinking how dumb is Disney getting I was wrong I found it to be very good I mean its not The Lion King but its cool to see another side from a certain point It was very funny Also it wasnt one of those corny disney sequels were the animation sucks it was just like The Lion King animation The only thing that eritated me was the whole movie theater thing through out the movie Not to give anything way but youll know what I am talking about I also fun that it was cool to have most of the cast from the original to return It was a very good movie over all,1
This movie is a desperate attempt to ride the skirtales of the success of the Star Wars movies The film uses recycled footage from Battle Beyond the Sars which is another Roger Corman SciFi Turd but atleast this one is better than Battle Beyond the Stars there is no real acting in this film but its a Roger Corman filmWhat did you expectagain the entire soundtrack was done on a KeyboardSynthasizer the sound effects are recycled from Battlestar Galactica there are no special effects because they were recycledrearranged space scenes from another movie the costumes look like something right out of 1981 salvation army salvage ironicaly the little boy in this film gives one helluva performance and hed resurface again to star in the Sylvester Stallone movie Over the Top I give this movie 3 stars out of 10,0
With all the dreck out there this is a gentle movie about young love Yes its true that young love often makes more out of something than it deserves but why arent people down on Romeo and Juliet Paul and Michelle are models of good behave compared to themYes they run away and set up an ideal life but this is a movie not real life Paul is more sexually interested than Michelle who has been come onto in a bad way Eventually they have sex but no one is forced into it The movie does let kids know that sex can cause babiesOne thing there is nudity in the movies The camera does not focus on it but it is thereThe ending of the movie has Paul in good chance of being found out In Paul and Michelle they separate for a time If you dont like the ending of a movie think one up yourself Alternative endings are not just for DVDs,1
you can be fooled by your first impressions as in initial reactions to a movie for example as in the first time i saw this movie i was bedazzled by the idea of it first of all i love black comedies could even despite being male myself empathise with the feisty girls fervor to see their husbands deceased without delay was tripped up by my own facevalue and i do mean facevalue response to nicolette sheridan and a couple of the other delicious dames in the picture it just goes to show you that youve gotta step back from a situation sometimes and see that its bad and not bad good either the reason im giving this movie a 4 rating is because of ms sheridan and her gams the rest of er is pretty good too but this movie has all the hallmark TV movie characteristics which means youll be disappointed if your a lover of movies made for the big screen the story contains plot holes you could run a tunnel through and ill generally overlook holes in a plot if the overall thing does it for me and i just experienced an incredible letdown the second time i saw it i dont think its a total waste of time but,0
This film has to be one of the most boring films ever made The only thing I liked is using Argentoesquire lighting in most of the scenes The music is awful and the pace is so slow that you can watch it at 2x the speed and even then it would be slow The story doesnt exist It doesnt even have any shocking scenesIt is classified on this site at least as a horror but its not Its a sort of an art film exploring the dark side of the human nature If you are into that kind of thing and can stand the slow pace then watch it but Id rather recommend you something Japanese eg Ichi the Killer I think that the only reason this film was never in theaters is a fear of audience committing collective suicide caused by the huge amount of boredom generated by this movie These 80 minutes of its length wouldve been better spent watching the paint dryI gave it 110 simply because there is no 0 in the pull down menu,0
It begins with a couple of disgusting sexcomedy gags but soon it reveals its true colors it wants to be a Death Wish clone I say wants to because the script gets so increasingly laughable by the minute that it ends up looking like an absurdist Death Wish spoof From a love scene in a room inexplicably filled with candles to heroes who dress up as commandoes and wave their machine guns because they dont want to attract attention to themselves to bad guys who drive around the city in a black van long after it has been recognized as their vehicle this film has too many ludicrous points to fit in a list The other major problem is that you cant tell most of the characters apart of course you know who Borgnine and Roundtree and even James Van Patten are but all the other roles could have been played by different actors in various scenes and you wouldnt know the difference 12,0
Its tempting to view this film as a daring avantgarde experiment I like to think that the director was trying to see if it was possible to take all the conventions of comedy film and produce something that was completely utterly entirely unfunnyThe answer to judge by From Venus is a resounding Yes This may not be the worst film Ive ever seen but my brain seems to have repressed all memory of the others This horrible flick hovers just on the borderline bad enough that the thought still causes pain but not quite so bad that my internal censors have obliterated it from my consciousnessIts difficult for me to imagine what the director and the cast thought they were doing when they made this or why they went ahead and released it once theyd made it I doubt anyone involved with it earned very much but surely between them they could have got together enough money to buy up all the prints and have them burnedThis is a movie that has nothing whatsoever to recommend it Its not even enjoyably bad Its just a nonmovie in which nothing interesting happens I gave serious thought to taking it back and demanding my money back which is not something Ive ever done beforeDont even think about renting much less buying this horrible nonmovie,0
I find it almost touching how Star Trek fans try desperately to like this film in spite of its unbelievable number of flawsTo begin with none of the familiar characters are really in character so to speak Scotty is depicted as a bumbling tinkerer instead of the competent engineer he was in the original series UhuraGods I cant even think about what they did to her character All of her dialog was painful to listen to McCoy seemed like a neurotic stepfather to Kirk instead of his trusted friend Spockwell lets just say that Leonard Nimoy was terribly wasted He was given bad dialog I do not believe you have grasped the gravity of your situation Captain Gravity get it Get it and made almost into a buffoon Kirkoh man dont get me started William Shatner is a hammy actor to begin with so to allow him to direct really is to invite disaster which is what we gotThe plot is beyond ridiculous Giving Spock a brother is a pretty desperate story line and unnecessarily soap operaish But hey lets go with it The search for God Again a weak plot basis You dont think so OK lets go with that too So assuming that the two aforementioned plot elements are sound whats wrong with the script Well for one thing it recycles way too much The Enterprise for example is yet again not working properly Are we to assume that Starfleet would send a grossly malfunctioning ship with a skeleton crew into a potentially dangerous situation just because they want James Kirk to handle the situation If thats the case then why not put him on a better ship as an adviser Adding to thatthe crew is grossly incompetent Scotty has the ship in pieces and apparently is cloddish enough to bump his head knocking himself into unconsciousness WHILE there are hostiles on board no one seem to notice the Klingon ship decloaking at a crucial moment despite the fact that the sensors are clearly showing the ship in weapons range and the crew all seem way too familiar with each other In other words there is no sense of discipline If this is the flagship of Starfleet then its a wonder that the Klingons hadnt already overthrown the FederationAs to the personal struggles with pain it was crap Lawrence Luckenbill is a competent actor but even he couldnt save this turkey In short no one could Of all the people involved I imagine Leonard Nimoy is the most embarrassed by it I hope he is anywayThank god the original cast didnt bow out on this cloddish opus,0
This BBC series is excellent I am no Paleontologist but this series gives the best historical representation of dinosaurs I have ever seen The 3D animation and animatronics are very good and make you believe you have travelled back in time The BBC deserves a pat on the back for such a fine series as well as Tim Haines who must have spent a great deal of time getting this series to air,1
Not your everyday Tom and Jerry short for many reasons One theres a voiceover narration by Jerry which is odd because Tom and Jerry rarely speak Two the two are friends which was also rare and seldom works as well as the more adversarial shorts do Third and most importantly the cartoon is rarely humorous by design and the jokes here are dry chuckles with a little cough and a bubble of blood at the end Think a Tom and Jerry cartoon directed by Tim Burton Not wholly successful but it largely does work The creepiest ending for an MGM short that I can recall Not for everyone and proof that these shorts were never intended solely with children as the target audience Well worth watching Recommended with the caveats above,1
Watching this PPV I had high expectations for it since Smackdown is the best show in WWE this is a very good PPV as it is the last one before WrestlemaniaFIRST MATCHHARDY BOYS CHRIS BENOIT VS MVP MNM W MELINA IN A 6 MAN TAG TEAM MATCH Good way to start the match It started a bit slow at the start but later the pace quickened the match got more exciting entertaining Benoit rolls through makes Joey Mercury tap out to get a victory for the Hardy Boys himself 610SECOND MATCH GREGORY HELMS CHAMPION VS SHANNON MOORE VS FUNAKI VS CHAVO GUERRERO VS DAIVAIRI VS SCOTTY 2 HOTTY VS JAMIE NOBLE VS JIMMY WANG YANG IN AN OPEN CRUISERWEIGHT INVITATIONAL MATCH FOR THE WWE CRUISERWEIGHT CHAMPIONSHIP Im a very big fan of Cruiserweights I never get disappointed watching them especially in this match here Chavo Guerrero nails the Frog Splash on Jimmy Wang Yang to get the win become the new WWE Cruiserweight Champion 510THIRD MATCH FINLAY LITTLE BASTARD VS BOOGEYMAN LITTLE BOOGEYMAN This was not really a wrestling match it was more like a comedy match despite not being a clear wrestling contest it still entertained me with the funny antics Finlay nails the Little Boogeyman with the Shillaegh to get the win Boogeyman does not deserve to be on a PPV does not deserve to be in WWE 410FOURTH MATCH KANE VS KING BOOKER W SHARMELL This was a surprisingly good match I thought it would be mediocre but it turned out into a real competitive wrestling contest Hats off to both men pulling a very entertaining match Kane wins after a Chokeslam on King Booker 610FIFTH MATCH PAUL London BRIAN KENDRICK CHAMPIONS VS DEUCE DOMINO W CHERRY FOR THE WWE TAG TEAM CHAMPIONSHIPS Not really that much of a good match Deuce Domino need more training to wrestle London Kendrick are the only ones keeping this match fast paced London Kendrick retain their titles after Kendrick gets a rollup on one of the guys for the win 410SIXTH MATCH BOBBY LASHLEY CHAMPION VS MR KENNEDY FOR THE ECW CHAMPIONSHIP Mr Kennedy attacks Lashley from behind before the match starts It was an okay match but not really good Lashley Kennedy have a bit of chemistry but not enough to pull a great match Kennedy wins by DQ after Lashley nails him with a chair then assaults him with the chair all the way to the entrance area Lashley still retains his title 410SEVENTH MATCH JOHN CENA SHAWN MICHAELS VS BATISTA UNDERTAKER This is probably the greatest tag team match that I have ever seen Hats off to all of these men yes even Batista for pulling off as close as a 5 star main event classic All 4 of these men played their parts in the match very well as this was a very great entertaining tag team match Batista turns his back on Undertaker spinebusting him then leaving the ring which prompts Michaels to nail Sweet Chin Music then Cena to nail an FU for the hard fought victory 710I dont know why everyone says that this PPV is not good enough or it is boring I just dont get it It is a great PPV which Smackdown always delivers A great PPV indeedOverall Ill give it 810 a B,1
Luchino Visconti the artist with the sword Courage should be the first word associated with his entire opus Film Theater Music Revolutions artistic cultural personal A legacy with powerful consequences and endless ramifications He introduced the neorealism through the work of an American novelist James Cain in Ossesione He gave Anna Magnani the most extraordinarily beautiful close ups of her career He gave us Alain Delon and Maria Callas But the last word about his life and work rests on the talents of a certain Adam Low and the voice of Helmut Berger What a terrible fateFor those interested there is a 61 minute documentary by director Carlo Lizzani a man who really knew Visconti titled LUCHINO VISCONTI A PORTRAIT It is out on DVD distributed by Image Entertainment,0
This isnt so bad its goodIts so bad it violates the Geneva Conventions prohibition on cruel and unusual punishment Only by reading the Synopsis can you even figure out the plot of this Straight to Video disaster Its a hodgepodge of grainy stock footage spliced together with some of the alltime worst acting youll ever have the misfortune to see Comparing this incompetent turgid humorless mess to Dead Men Dont Wear Plaid is like saying that Gigli is like Citizen Kane The talentless cast are costumed in cheap JC Penney Goin to Church clothes and there isnt the slightest attempt at period hairstyles or makeup If you really want to see how this sort of homage can work check out The Lost Skeleton of CadavraIts clever wellwritten and best of all performed by actual actors who arent such agony to watch For that matter seek out the work of Phoenix artist Paul Wilson whose SciFi short The Attack of the 70 foot Courtesy Lady leaves this film in the dust The people in Terror In the Tropics look and sound like they were pulled off the street and given their scripts to read during the one and only take This is an insult to Bela Lugosi Boris Karloff Lon Chaney and anyone else involved in the films they cannibalized to make this schlockfest Money isnt the problemA lot can be accomplished with very little expense A good script decent actors and above ZGrade costumes and production design should have been a given before the socalled director created this stinky pile of cinematic offal Lets hope the promise of a sequel doesnt come trueThat was by far the scariest thing shown in the whole movie,0
SPOILER ALERT PLEASE DONT READ IF YOU DONT WANT THE MOVIE SPOILEDI was originally planning on seeing this movie this past weekend but my plans ended up making me unable to have time to see it So me my friend made plans to see it after school today Boy are we glad we did The movie starts off in Italy with a planned heist with a group of guys Charlie Croker Mark Whalberg Steve Frezelli Edward Norton Lyle also known as Napster Seth Green youll get the nickname later Handsome Rob Jason Statham Left Ear Mos Deaf John Bridger Donald Sutherland plan a heist to steal 32 gold bricks This leads to the whole opening which is a good 10 to 15 minutes and involves a boat chase which opens the movie up right While driving away in their get away van Steve Frezelli turns on the group steals the gold and kills John Bridger who is pretty much the retiring leader of the group Fast foward to a year later where where Stella Bridger Charlize Theron Johns daughter is one of the top safecrackers that anyone can ask for Charlie Croker who was actually indirectly responsible for her fathers death as he called him out of retirement for the heist says that theyve found Steve who has gone into hiding and want to get back at him for what he did She at first declines but later agrees and the teamgets back together along with getting the help of Wrench Franky G a mechanic to carry out the perfect heist while creating one of the largest traffic jams in Los Angeles history This movie is a perfect mix of action with funny bits thrown in throughout Theres an onrunning joke about Seth Greens character Lyle creating Napster and how Shawn Fanning who makes a cameo stole it while he fell asleep and eventually Lyle will only answer if refered to as Napster Theres even a funny line in the movie by Seth who goes He said in an interview he called it Napster because it described his hair like it was nappy He callled it that because I was napping when he stole it The begining and ending sequences are pure genius and everything in between fits perfectly The only negative thing I can think of with the movie is that Edward Nortons acting was a bit weak He wasnt a big tough bad guy He acted like he was being paid and just doing the bareminimum which is a fact as he was forced to do this movie due to contractual obligation But even with that problem being the only real gripe with the film the movie is still very enjoyable and I definetly recommend seeing it And even if youre not interested in the actual movie go to see Seth Green shine in the comedic role Hes perfect Rating out of,1
This is a new Barbie movie The graphics were really good They made the movie seem partially realistic I used to do ballet and this movie made me want to continue it This movie was kind of like a Cinderella movie but a little bit different A father of 12 princesses gets very sick His cousin poisons him and wants the throne The girls find a secret magical land thanks to their dead mothers stories Its up to them to save their father and society With the help of their handsome prince It was a funny movie and me and my friend had fun watching it We enjoyed it a lot and also enjoyed the Indian talking parrot The music was very nice and made the movie even greater It had a great classical orchestra The voices were great and the characters were adorably sweet and cute I liked it so enjoy the movie its great for the family All in all Id watch it again,1
Shot on an impossible schedule and no budget to speak of the movie turned out a lot better than you would expect certainly much more true to the Peter ODonnell books and comic strip than the previous two films You can read the strip currently in the reprints from Titan Books or in Comics Revue monthly It is one of the greatest adventure comic strips of all time The movie isnt great but unlike most low budget films it makes the most of what its got and it holds your interest On the DVD extras the interview with Quentin Tarentino who is obviously stoned is a gas Some people have faulted Tarentino for associating his name with the film but without him it would never have been made He is a Modesty Blaise fan and picked a good writer and director All things considered worth 8 stars,1
As I am a teenager I have about one hundred years of movies to catch up on I try to see a mixture of classics mainstream arthouse and other movies The 70s is one of the most important decades for films its when the average common classical films changed into full of messages and antisocial behavior It became like nothing anyone had ever seen before What A Decade Under the Influence basically shows is how important all of the movies from around The Graduate to about Star WarsRichard LaGravenese and the late Ted Demme are the primary interviewers in this documentary which interviews such people as Dennis Hopper Francis Ford Coppola Martin Scorsese Robert Altman and Jon Voight among others about how those few years changed cinema forever Its a very professional polished documentary and its even financed by IFC films However as this is a very professional one I would think that they would at least edit out the noise of someone behind the camera laughing To me that took out a lot of how neat and clean the whole thing wasOn the other hand its a very interesting documentary about film by the people who make it Of course they arent bashing their own films or anything of the like but theyre portraying honesty on what they thought of the films and what they meant I dont know much about film but I want to be involved around it when I become an adult so I feel like to someone like me this movie is a huge asset I have seen a good number of movies that they mentioned like Chinatown and One Flew Over the Cuckoos Nest but a little more insight into those movies were very informativeThe main reason however I didnt love Influence is as slickly as it was edited it seemed to take its time in the beginning and be quite relaxed therefore not having enough time to get to everything that they wanted to show They crammed in Star Wars and Jaws in the last few minutes when they were two of the most important It seemed like they tried too hard to show lots of clips and thats fine but some of them were unimportant such as an extended one from NetworkOverall though Influence is a very enthralling informative documentary that helped me at least learn more about a second golden age in American cinemaMy rating 710Rated R for language and images of sexuality violence and drug use,1
The movie starts out with some scrolling text which takes nearly five minutes It gives the basic summary of what is going on This could have easily been done with acting but instead you get a scrolling text effect Soon after you are bombarded with characters that you learn a little about keep in mind this is ALL you will learn about them The plot starts to get off the ground and then crashes through the entire movie Not only does the plot change but you might even ask yourself if your watching the same movie I have never played the video game but know people who have From my understanding whether youve played the game or not this movie does not get any better Save your money unless you like to sleep at the theaters,0
I understand there was some conflict between Leigh and the great Maggie Smith during the filming Understandable when you put one of the worlds greatest actresses of all time Smith of course with one whose performances seem to get worse with each subsequent film,0
A delightful little thriller opens with Trevor Howard in his Jag convertible and ends on a dockside in Liverpool Its all thrills and spills as the exspy has to restart his career just as hes getting some serious R R cataloguing butterflies how British is thatTrevor Howard and Jean Simmons frolic from London to NewcastleuponTyne to Liverpool via Ullswater hes just been thrown out of MI5 or something and she you guessed it is on the run wrongly accused of murder Theres seedy docks rolling Lake District hills sheep country pubs coppers getting lost waterfalls a bunch of amateur cyclists rooftop chases and lots of Chinamen dont ask and its all very Hitchcocky and Hannayesqueand a smashing example of British Noir,1
Best show since Seinfeld Shes really really funny Her total self centeredness the hulking gay stoner neighbors the departures into song or cartoons make this the freshest show on TV One of the few shows I make point of watching The scene with the wise old black lady in the drugstore oh wait now that youre close you do look old turns face with finger and walks away lol the cough syrup overdose sleeping with God its all so funny or so stupid its just a lot of fun The shows weak points are her sister and the coponly because theyre too darn normal I really cant wait until the next show something I havent felt for any show in a long time,1
Your average garden variety psychotic nutcase deliciously essayed with unhinged glee by Stephen Sachs knocks off various dimwitted young adults to use the term very loosely in Dayton Hall University which is being closed down for demolition Featuring dreadful acting by the entire cast Daphne Zuniga makes her ignominious and inauspicious film debut here as Debbie a bimbo who has her head crushed by a car a hefty corpse tally of 10 okay makeup fx by Matthew Mungle a few bloody murders baseball bat bludgeoning chicken wire strangulation your standard drill through the head bit that sort of gruesome thing a downbeat surprise twist ending which was later copied in Intruder a creepy score by Christopher Hellraiser Young a slight smidgen of gratuitous female nudity and endearingly incompetent direction by Jeffrey Obrow and Steve Carpenter who also blessed us with The Power and The Kindred this entertainingly abysmal slicendice atrocity sizes up as a good deal of delectably dopey and drecky lowgrade fun,1
I read that Jessie Matthews was approached and turned down costarring with Fred Astaire in Damsel in Distress Jessie Matthews in her prime never left her side of the pond to do any American musical films IF they had teamed for this film it would have been a once in a lifetime eventIts a pity because Damsel in Distress has everything else going for it Fred Astaire story and adapted to screen by author PG Wodehouse BurnsAllen for comedy and songs by the Gershwin Brothers In answer to the question posed by the Nice Work If You Can Get It there isnt much you could ask more for this filmExcept a leading lady Though Ginger Rogers made several films away from Fred Astaire Damsel in Distress is the only film Astaire made without Rogers while they were a team Young Joan Fontaine was cast in this opposite AstaireHer character has none of the bite that Ginger Rogerss parts do in these films All she basically has to do is act sweet and demure She also doesnt contribute anything musically And if I had to rate all the dancing partners of Fred Astaire Joan Fontaine would come out at the bottom The poor woman is just horrible in the Things Are Looking Up number When she costarred later on in a musical with Bing Crosby The Emperor Waltz its no accident that Fontaine is given nothing musical to doThe version I have is a colorized one and in this case I think it actually did some good The idyllic lush green English countryside of PG Wodehouse is really brought out in this VHS copy Especially in that number I mentioned before with Astaire and Fontaine which does take place in the gardenBurnsAllen on the other hand as a couple of old vaudeville troopers complement Astaire in grand style in the Stiff Upper Lip number The surreal funhouse sequence is marvelously stagedPG Wodehouses aristocracy runs the gamut with Constance Collier at her haughty best and for once Montagu Love as Fontaines father as a nice man on filmThe biggest hit out of A Damsel in Distress is A Foggy Day maybe the best known song about the British capital city since London Bridge Is Falling Down Done in the best simple elegant manner by Fred Astaire its one of those songs that will endure as long as London endures and even afterOverlooking the young and inexperienced Joan Fontaine A Damsel in Distress rates as a classic classic score classic dancing classic comedy Who could ask for anything more,1
Sometimes Hallmark can get it right like The 10th Kingdom but many of their fantasy films plod and this falls into the latter category The version I saw may have been cut a demon shown in the trailer and publicity stills didnt appear but anything that made the movie shorter can only be a blessingPOSSIBLE SPOILERS IF YOU ARE UNFAMILIAR WITH THE ORIGINAL FAIRY TALEAnyway the film updates the story to the early part of the 20th Century and makes Gerda and Kay here called Kai being a Lexx fan I kept expecting him to say The Dead do not solve puzzles 18 year olds Hans Christian Andersens basic story is followed the boy gets a shard of ice in his eye goes bad is taken off by the Snow Queen to solve a puzzle in her palace and Gerda goes to find him having various adventures on the wayAs the two main characters are older than in the original a lot of time is spent getting them together and in love Unfortunately I was never convinced that they were particularly in love and certainly not enough in love to make sense of Gerdas quest By the time the main plot kicks in the movies pace has slowed to a crawl Alas when Gerda begins her search for Kai it only manages to pick up the pace to a leisurely strollThere are a few odd additions to the story that seem to go nowhere At the start of the film the Snow Queen kills Gerdas mother but no explanation for this is given A polar bear living in the Snow Queens palace is more than he seems though this is possibly because the producers realised that the bears feelings towards the Snow Queen would be OK in a Fairy Tale but not in a modern film Again this is never explained Also hints that the Snow Queen has an erotic desire for Kai are dropped but never followed through The script is also full of anachronisms that really jar you out of the fairy tale moodThe production looks good though there is evidence of pennypinching the Snow Queens palace is the hotel where Gerda and Kai lived covered in ice The three main characters are played with varying degrees of success Kai comes across as bland as does Gerda initially but once she sets off to find Kai you warm to her Bridget Fonda looks great as the Snow Queen but seems to be in a different movie to everyone elseUltimately the film is unsatisfying It looks good but drags and lacks magic,0
I swear that zombie was killed like twice and kept coming back I gave this movie an 8 Lets face it folks this is exactly what the other reviewers are saying ie a handycam shot film Hey hey hey welcome to total indy film making The fact that Todd Sheets got over 700 zombies to appear in this movie is a tribute to his talents Yes the story has gaps yes we see the same zombies over and over again but who really cares Take it for what it is a fun and gory horror film one to share with your buds or to gross out the people you really care about LOL Mellow out people I suppose you all liked hunks of garbage like Titanic or Twister instead Peace and support independent film making,1
Fulci Does this man brings one of the goriest and weirdest movies ever made Answer yes Cat in the Brain also known as Nightmare Concert is Fulcis last masterpiece Yes it is no matter what some people will say about it There are few facts why this movie is one of the best Fulcis moviesFulci make a fun of himself and his movies with this one Lead roll in this movie is no other then Fulci himself who plays well horrorsplattergore director who thinks he is slowly going insane Its filled with black humor which unlike in the most of the modern horror movies works here Being Fulci flick you need to know its gory How much Well pretty much I always loved gore in the movies and I never get enough of it but Cat in the Brain actually stopped my thirst for gore and believe me its a hard to archive Even the Braindead didnt stop it CITB is all about gore Almost every scene revolves about Fulci who after being hypnotized by khmmm evil psychiatrists is seeing all kinds of horrors for everything that happens to him or everything he sees Some of the scenes involves him accidentally dropping the whiskey and instead of that he sees rotten corpse lying on the floor which starts to spit some ooze from its wounds Forget the Beyond or Zombie 2 this IS the goriest Fulci movie Now I like how Fulci manage to apply all those comic parts in the gorefest movie He is such a brilliant director Some funny moments and lines happens from time to time like one where Fulci says making gore movies is kind of a sickness Ending is very good considering that Fulci and most of the Italian horror masters is know for making ending with no sense or many plot holes If you are fun of the Fulci make sure you check it out If you have a weak stomach avoid this and repeat Its only a movie ps some of the gore scenes within this movie Chainsaw dismemberment full tongue torn out eyeballs torn out maggot infested corpses zombies decapitations face being putted in boiling water stabs in the shower to head throat slit many parts of the body and organs being toast aside hammer smashed face,1
I can understand why some people like this movie and why some people dont For me though I really like it even if I noticed some good bits and not so impressive bits The animation was actually excellent like Charlies dream The characters were a mixed bag the best being AnneMarie voiced by the late Judith BarsiI was physically ill when I read what happened to her Also Carface is a very convincing villainespecially voiced by the wonderful Vic TaybackI particularly loved Morons Im surrounded by Morons and along with Rasputin and Warren TRat is probably the most memorable of all the Don Bluth villains Charlie and Itchy only just lacked the same sparkle but I loved King Gator and his song Some of the film is very haunting like Annabelles You can never come come back which kind of scares me still Unfortunately there were some bits I didnt like so much The story had a tendency to become clumsy and unfocused but Disneys Black Cauldron suffered from the same problem Also there were some dark scenes that young children would find upsetting but the ending is very poignant However the biggest flaw was the rather bland songs and the way they were sung None of them in particular stick out with exception of Lets Make Music Together and Love Survives and Burt Reynolds cant sing and Dom DeLuise has done much better singing All in all a watchable movie that could have been more but is definitely memorable and I would definitely watch it again 710 Bethany Cox,1
